seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,min_auths,viable_CRPs,server_accuracy,attacker_accuracy
0,64,1,1000000,200,100,0.95,LR,MLP,1,400,0.0,0.565
0,64,1,1000000,200,100,0.95,LR,MLP,1,600,0.0,0.515
0,64,1,1000000,200,100,0.95,LR,MLP,1,800,0.0,0.715
0,64,1,1000000,200,100,0.95,LR,MLP,1,1000,0.0,0.545
0,64,1,1000000,200,100,0.95,LR,MLP,1,1200,0.0,0.685
0,64,1,1000000,200,100,0.95,LR,MLP,1,1400,0.0,0.715
0,64,1,1000000,200,100,0.95,LR,MLP,1,1600,0.0,0.35
0,64,1,1000000,200,100,0.95,LR,MLP,1,1800,0.005,0.49
0,64,1,1000000,200,100,0.95,LR,MLP,1,2000,0.01,0.555
0,64,1,1000000,200,100,0.95,LR,MLP,1,2200,0.01,0.575
0,64,1,1000000,200,100,0.95,LR,MLP,1,2400,0.0,0.51
0,64,1,1000000,200,100,0.95,LR,MLP,1,2600,0.075,0.465
0,64,1,1000000,200,100,0.95,LR,MLP,1,2800,0.1,0.67
0,64,1,1000000,200,100,0.95,LR,MLP,1,3000,0.125,0.485
0,64,1,1000000,200,100,0.95,LR,MLP,1,3200,0.195,0.605
0,64,1,1000000,200,100,0.95,LR,MLP,1,3400,0.07,0.49
0,64,1,1000000,200,100,0.95,LR,MLP,1,3600,0.24,0.545
0,64,1,1000000,200,100,0.95,LR,MLP,1,3800,0.24,0.76
0,64,1,1000000,200,100,0.95,LR,MLP,1,4000,0.4,0.76
0,64,1,1000000,200,100,0.95,LR,MLP,1,4200,0.39,0.665
0,64,1,1000000,200,100,0.95,LR,MLP,1,4400,0.29,0.675
0,64,1,1000000,200,100,0.95,LR,MLP,1,4600,0.06,0.775
0,64,1,1000000,200,100,0.95,LR,MLP,1,4800,0.365,0.84
0,64,1,1000000,200,100,0.95,LR,MLP,1,5000,0.475,0.73
0,64,1,1000000,200,100,0.95,LR,MLP,1,5200,0.55,0.81
0,64,1,1000000,200,100,0.95,LR,MLP,1,5400,0.38,0.78
0,64,1,1000000,200,100,0.95,LR,MLP,1,5600,0.0,0.945
0,64,1,1000000,200,100,0.95,LR,MLP,1,5800,0.395,0.87
0,64,1,1000000,200,100,0.95,LR,MLP,1,6000,0.6,0.905
0,64,1,1000000,200,100,0.95,LR,MLP,1,6200,0.61,0.835
0,64,1,1000000,200,100,0.95,LR,MLP,1,6400,0.47,0.81
0,64,1,1000000,200,100,0.95,LR,MLP,1,6600,0.6,0.79
0,64,1,1000000,200,100,0.95,LR,MLP,1,6800,0.645,0.875
0,64,1,1000000,200,100,0.95,LR,MLP,1,7000,0.645,0.89
0,64,1,1000000,200,100,0.95,LR,MLP,1,7200,0.66,0.865
0,64,1,1000000,200,100,0.95,LR,MLP,1,7400,0.525,0.865
0,64,1,1000000,200,100,0.95,LR,MLP,1,7600,0.67,0.905
0,64,1,1000000,200,100,0.95,LR,MLP,1,7800,0.7,0.865
0,64,1,1000000,200,100,0.95,LR,MLP,1,8000,0.74,0.92
0,64,1,1000000,200,100,0.95,LR,MLP,1,8200,0.675,0.875
0,64,1,1000000,200,100,0.95,LR,MLP,1,8400,0.575,0.88
0,64,1,1000000,200,100,0.95,LR,MLP,1,8600,0.71,0.89
0,64,1,1000000,200,100,0.95,LR,MLP,1,8800,0.7,0.875
0,64,1,1000000,200,100,0.95,LR,MLP,1,9000,0.77,0.91
0,64,1,1000000,200,100,0.95,LR,MLP,1,9200,0.815,0.915
0,64,1,1000000,200,100,0.95,LR,MLP,1,9400,0.685,0.91
0,64,1,1000000,200,100,0.95,LR,MLP,1,9600,0.7,0.905
0,64,1,1000000,200,100,0.95,LR,MLP,1,9800,0.775,0.945
0,64,1,1000000,200,100,0.95,LR,MLP,1,10000,0.73,0.93
0,64,1,1000000,200,100,0.95,LR,MLP,1,10200,0.81,0.915
0,64,1,1000000,200,100,0.95,LR,MLP,1,10400,0.54,0.85
0,64,1,1000000,200,100,0.95,LR,MLP,1,10600,0.745,0.905
0,64,1,1000000,200,100,0.95,LR,MLP,1,10800,0.755,0.9
0,64,1,1000000,200,100,0.95,LR,MLP,1,11000,0.745,0.905
0,64,1,1000000,200,100,0.95,LR,MLP,1,11200,0.84,0.91
0,64,1,1000000,200,100,0.95,LR,MLP,1,11400,0.74,0.915
