seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,min_auths,selective_CRPs,viable_CRPs,server_accuracy,attacker_accuracy
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,400,0.0,0.39
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,600,0.0,0.83
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,800,0.0,0.545
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,1000,0.0,0.69
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,1200,0.0,0.785
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,1400,0.0,0.88
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,1600,0.0,0.905
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,1800,0.0,0.915
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,2000,0.0,0.885
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,2200,0.0,0.275
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,2400,0.0,0.375
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,2600,0.0,0.55
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,2800,0.0,0.845
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,3000,0.0,0.565
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,3200,0.0,0.935
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,3400,0.0,0.615
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,3600,0.0,0.905
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,3800,0.0,0.92
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,4000,0.0,0.89
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,4200,0.0,0.945
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,4400,0.0,0.05
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,4600,0.0,0.24
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,4800,0.0,0.325
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,5000,0.0,0.395
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,5200,0.0,0.86
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,5400,0.0,0.835
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,5600,0.0,0.89
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,5800,0.0,0.9
0,64,2,1000000,200,100,0.95,MLP,MLP,1,RSP,6000,0.0,0.885
