seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,min_auths,selective_CRPs,viable_CRPs,server_accuracy,attacker_accuracy
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,400,0.0,0.43
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,600,0.0,0.665
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,800,0.0,0.625
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,1000,0.0,0.445
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,1200,0.0,0.71
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,1400,0.0,0.805
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,1600,0.0,0.6
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,1800,0.0,0.75
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,2000,0.0,0.32
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,2200,0.0,0.87
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,2400,0.0,0.61
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,2600,0.0,0.655
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,2800,0.0,0.905
0,64,2,260000,200,100,0.95,MLP,LR,1,BP,3000,0.0,0.965
1,64,2,260000,200,100,0.95,MLP,LR,1,BP,400,0.0,0.795
1,64,2,260000,200,100,0.95,MLP,LR,1,BP,600,0.0,0.795
1,64,2,260000,200,100,0.95,MLP,LR,1,BP,800,0.0,0.66
1,64,2,260000,200,100,0.95,MLP,LR,1,BP,1000,0.0,0.58
1,64,2,260000,200,100,0.95,MLP,LR,1,BP,1200,0.0,0.68
1,64,2,260000,200,100,0.95,MLP,LR,1,BP,1400,0.0,0.93
1,64,2,260000,200,100,0.95,MLP,LR,1,BP,1600,0.0,0.935
1,64,2,260000,200,100,0.95,MLP,LR,1,BP,1800,0.0,0.745
1,64,2,260000,200,100,0.95,MLP,LR,1,BP,2000,0.0,0.945
1,64,2,260000,200,100,0.95,MLP,LR,1,BP,2200,0.0,0.95
2,64,2,260000,200,100,0.95,MLP,LR,1,BP,400,0.0,0.605
2,64,2,260000,200,100,0.95,MLP,LR,1,BP,600,0.0,0.435
2,64,2,260000,200,100,0.95,MLP,LR,1,BP,800,0.0,0.47
2,64,2,260000,200,100,0.95,MLP,LR,1,BP,1000,0.0,0.51
2,64,2,260000,200,100,0.95,MLP,LR,1,BP,1200,0.0,0.885
2,64,2,260000,200,100,0.95,MLP,LR,1,BP,1400,0.0,0.725
2,64,2,260000,200,100,0.95,MLP,LR,1,BP,1600,0.0,0.97
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,400,0.0,0.515
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,600,0.0,0.235
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,800,0.0,0.725
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,1000,0.0,0.605
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,1200,0.0,0.665
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,1400,0.0,0.71
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,1600,0.0,0.72
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,1800,0.0,0.895
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,2000,0.0,0.795
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,2200,0.0,0.56
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,2400,0.0,0.63
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,2600,0.0,0.44
3,64,2,260000,200,100,0.95,MLP,LR,1,BP,2800,0.0,0.975
4,64,2,260000,200,100,0.95,MLP,LR,1,BP,400,0.0,0.545
4,64,2,260000,200,100,0.95,MLP,LR,1,BP,600,0.0,0.52
4,64,2,260000,200,100,0.95,MLP,LR,1,BP,800,0.0,0.515
4,64,2,260000,200,100,0.95,MLP,LR,1,BP,1000,0.0,0.795
4,64,2,260000,200,100,0.95,MLP,LR,1,BP,1200,0.0,0.83
4,64,2,260000,200,100,0.95,MLP,LR,1,BP,1400,0.0,0.86
4,64,2,260000,200,100,0.95,MLP,LR,1,BP,1600,0.0,0.83
4,64,2,260000,200,100,0.95,MLP,LR,1,BP,1800,0.0,0.77
