seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,min_auths,selective_CRPs,viable_CRPs,server_accuracy,attacker_accuracy
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,400,0.0,0.57
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,600,0.0,0.42
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,800,0.0,0.735
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,1000,0.0,0.775
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,1200,0.0,0.705
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,1400,0.0,0.81
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,1600,0.0,0.785
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,1800,0.0,0.845
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,2000,0.0,0.87
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,2200,0.0,0.25
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,2400,0.0,0.74
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,2600,0.0,0.865
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,2800,0.0,0.845
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,3000,0.0,0.875
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,3200,0.0,0.88
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,3400,0.0,0.87
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,3600,0.0,0.905
0,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,3800,0.0,0.955
1,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,400,0.0,0.56
1,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,600,0.0,0.875
1,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,800,0.0,0.805
1,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,1000,0.0,0.815
1,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,1200,0.0,0.28
1,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,1400,0.0,0.495
1,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,1600,0.0,0.585
1,64,2,1000000,200,100,0.95,MLP,LR,1,RSP,1800,0.0,0.78
