seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,viable_CRPs,server_accuracy,attacker_accuracy
0,64,4,1000000,200,100,0.95,LR,LR,400,0.0,0.295
0,64,4,1000000,200,100,0.95,LR,LR,600,0.0,0.425
0,64,4,1000000,200,100,0.95,LR,LR,800,0.0,0.635
0,64,4,1000000,200,100,0.95,LR,LR,1000,0.0,0.45
0,64,4,1000000,200,100,0.95,LR,LR,1200,0.0,0.63
0,64,4,1000000,200,100,0.95,LR,LR,1400,0.0,0.59
0,64,4,1000000,200,100,0.95,LR,LR,1600,0.0,0.0
0,64,4,1000000,200,100,0.95,LR,LR,1800,0.0,0.445
0,64,4,1000000,200,100,0.95,LR,LR,2000,0.0,0.465
0,64,4,1000000,200,100,0.95,LR,LR,2200,0.0,0.115
0,64,4,1000000,200,100,0.95,LR,LR,2400,0.0,0.045
0,64,4,1000000,200,100,0.95,LR,LR,2600,0.0,0.635
0,64,4,1000000,200,100,0.95,LR,LR,2800,0.0,0.26
0,64,4,1000000,200,100,0.95,LR,LR,3000,0.0,0.07
0,64,4,1000000,200,100,0.95,LR,LR,3200,0.005,0.485
0,64,4,1000000,200,100,0.95,LR,LR,3400,0.0,0.58
0,64,4,1000000,200,100,0.95,LR,LR,3600,0.0,0.01
0,64,4,1000000,200,100,0.95,LR,LR,3800,0.0,0.005
0,64,4,1000000,200,100,0.95,LR,LR,4000,0.0,0.61
0,64,4,1000000,200,100,0.95,LR,LR,4200,0.0,0.09
0,64,4,1000000,200,100,0.95,LR,LR,4400,0.0,0.57
0,64,4,1000000,200,100,0.95,LR,LR,4600,0.04,0.38
0,64,4,1000000,200,100,0.95,LR,LR,4800,0.005,0.47
0,64,4,1000000,200,100,0.95,LR,LR,5000,0.0,0.115
0,64,4,1000000,200,100,0.95,LR,LR,5200,0.0,0.51
0,64,4,1000000,200,100,0.95,LR,LR,5400,0.0,0.235
0,64,4,1000000,200,100,0.95,LR,LR,5600,0.0,0.37
0,64,4,1000000,200,100,0.95,LR,LR,5800,0.1,0.2
0,64,4,1000000,200,100,0.95,LR,LR,6000,0.01,0.06
0,64,4,1000000,200,100,0.95,LR,LR,6200,0.0,0.185
0,64,4,1000000,200,100,0.95,LR,LR,6400,0.0,0.635
0,64,4,1000000,200,100,0.95,LR,LR,6600,0.0,0.8
0,64,4,1000000,200,100,0.95,LR,LR,6800,0.035,0.065
0,64,4,1000000,200,100,0.95,LR,LR,7000,0.0,0.83
0,64,4,1000000,200,100,0.95,LR,LR,7200,0.01,0.195
0,64,4,1000000,200,100,0.95,LR,LR,7400,0.01,0.475
0,64,4,1000000,200,100,0.95,LR,LR,7600,0.0,0.745
0,64,4,1000000,200,100,0.95,LR,LR,7800,0.005,0.225
0,64,4,1000000,200,100,0.95,LR,LR,8000,0.01,0.1
0,64,4,1000000,200,100,0.95,LR,LR,8200,0.015,0.265
0,64,4,1000000,200,100,0.95,LR,LR,8400,0.0,0.16
0,64,4,1000000,200,100,0.95,LR,LR,8600,0.0,0.52
0,64,4,1000000,200,100,0.95,LR,LR,8800,0.0,0.66
0,64,4,1000000,200,100,0.95,LR,LR,9000,0.0,0.66
0,64,4,1000000,200,100,0.95,LR,LR,9200,0.115,0.245
0,64,4,1000000,200,100,0.95,LR,LR,9400,0.02,0.375
0,64,4,1000000,200,100,0.95,LR,LR,9600,0.02,0.05
0,64,4,1000000,200,100,0.95,LR,LR,9800,0.005,0.065
0,64,4,1000000,200,100,0.95,LR,LR,10000,0.005,0.555
0,64,4,1000000,200,100,0.95,LR,LR,10200,0.01,0.735
0,64,4,1000000,200,100,0.95,LR,LR,10400,0.09,0.195
0,64,4,1000000,200,100,0.95,LR,LR,10600,0.01,0.585
0,64,4,1000000,200,100,0.95,LR,LR,10800,0.14,0.27
0,64,4,1000000,200,100,0.95,LR,LR,11000,0.03,0.33
0,64,4,1000000,200,100,0.95,LR,LR,11200,0.215,0.46
0,64,4,1000000,200,100,0.95,LR,LR,11400,0.06,0.135
0,64,4,1000000,200,100,0.95,LR,LR,11600,0.035,0.2
0,64,4,1000000,200,100,0.95,LR,LR,11800,0.0,0.175
0,64,4,1000000,200,100,0.95,LR,LR,12000,0.01,0.275
0,64,4,1000000,200,100,0.95,LR,LR,12200,0.015,0.155
0,64,4,1000000,200,100,0.95,LR,LR,12400,0.0,0.945
0,64,4,1000000,200,100,0.95,LR,LR,12600,0.005,0.06
0,64,4,1000000,200,100,0.95,LR,LR,12800,0.025,0.27
0,64,4,1000000,200,100,0.95,LR,LR,13000,0.03,0.335
0,64,4,1000000,200,100,0.95,LR,LR,13200,0.015,0.33
0,64,4,1000000,200,100,0.95,LR,LR,13400,0.0,0.325
0,64,4,1000000,200,100,0.95,LR,LR,13600,0.005,0.015
0,64,4,1000000,200,100,0.95,LR,LR,13800,0.02,0.035
0,64,4,1000000,200,100,0.95,LR,LR,14000,0.04,0.335
0,64,4,1000000,200,100,0.95,LR,LR,14200,0.33,0.55
0,64,4,1000000,200,100,0.95,LR,LR,14400,0.09,0.31
0,64,4,1000000,200,100,0.95,LR,LR,14600,0.125,0.29
0,64,4,1000000,200,100,0.95,LR,LR,14800,0.195,0.355
0,64,4,1000000,200,100,0.95,LR,LR,15000,0.055,0.125
0,64,4,1000000,200,100,0.95,LR,LR,15200,0.255,0.345
0,64,4,1000000,200,100,0.95,LR,LR,15400,0.005,0.03
0,64,4,1000000,200,100,0.95,LR,LR,15600,0.125,0.15
0,64,4,1000000,200,100,0.95,LR,LR,15800,0.07,0.76
0,64,4,1000000,200,100,0.95,LR,LR,16000,0.1,0.61
0,64,4,1000000,200,100,0.95,LR,LR,16200,0.1,0.145
0,64,4,1000000,200,100,0.95,LR,LR,16400,0.02,0.41
