seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,min_auths,selective_CRPs,viable_CRPs,server_accuracy,attacker_accuracy
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,400,0.0,0.685
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,600,0.0,0.32
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,800,0.0,0.915
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,1000,0.005,0.48
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,1200,0.0,0.655
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,1400,0.05,0.565
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,1600,0.055,0.71
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,1800,0.055,0.54
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,2000,0.1,0.43
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,2200,0.095,0.56
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,2400,0.1,0.44
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,2600,0.21,0.695
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,2800,0.165,0.475
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,3000,0.34,0.835
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,3200,0.37,0.695
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,3400,0.285,0.535
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,3600,0.075,0.615
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,3800,0.15,0.675
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,4000,0.26,0.56
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,4200,0.335,0.65
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,4400,0.28,0.665
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,4600,0.37,0.57
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,4800,0.44,0.635
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,5000,0.34,0.66
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,5200,0.435,0.8
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,5400,0.485,0.715
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,5600,0.63,0.855
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,5800,0.64,0.83
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,6000,0.615,0.88
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,6200,0.68,0.895
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,6400,0.56,0.87
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,6600,0.44,0.68
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,6800,0.595,0.69
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,7000,0.36,0.94
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,7200,0.54,0.635
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,7400,0.61,0.72
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,7600,0.555,0.82
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,7800,0.73,0.915
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,8000,0.67,0.91
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,8200,0.66,0.88
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,8400,0.535,0.925
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,8600,0.655,0.76
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,8800,0.745,0.915
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,9000,0.74,0.915
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,9200,0.705,0.915
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,9400,0.805,0.915
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,9600,0.79,0.92
0,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,9800,0.855,0.965
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,400,0.0,0.55
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,600,0.0,0.765
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,800,0.005,0.06
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,1000,0.0,0.475
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,1200,0.0,0.57
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,1400,0.015,0.355
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,1600,0.03,0.525
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,1800,0.015,0.41
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,2000,0.04,0.44
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,2200,0.055,0.525
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,2400,0.055,0.425
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,2600,0.08,0.59
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,2800,0.035,0.62
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,3000,0.085,0.565
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,3200,0.075,0.415
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,3400,0.065,0.395
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,3600,0.19,0.56
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,3800,0.175,0.62
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,4000,0.27,0.63
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,4200,0.17,0.51
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,4400,0.1,0.645
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,4600,0.215,0.575
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,4800,0.14,0.37
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,5000,0.24,0.575
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,5200,0.245,0.595
1,64,1,1000000,200,100,0.95,LR,MLP,1,BSP,5400,0.21,0.565
