seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,min_auths,selective_CRPs,viable_CRPs,server_accuracy,attacker_accuracy
0,64,1,260000,200,100,0.95,LR,MLP,1,BP,400,0.0,0.32
0,64,1,260000,200,100,0.95,LR,MLP,1,BP,600,0.0,0.845
0,64,1,260000,200,100,0.95,LR,MLP,1,BP,800,0.0,0.555
0,64,1,260000,200,100,0.95,LR,MLP,1,BP,1000,0.0,0.71
0,64,1,260000,200,100,0.95,LR,MLP,1,BP,1200,0.0,0.68
0,64,1,260000,200,100,0.95,LR,MLP,1,BP,1400,0.0,0.62
0,64,1,260000,200,100,0.95,LR,MLP,1,BP,1600,0.0,0.635
0,64,1,260000,200,100,0.95,LR,MLP,1,BP,1800,0.0,0.555
0,64,1,260000,200,100,0.95,LR,MLP,1,BP,2000,0.0,0.92
0,64,1,260000,200,100,0.95,LR,MLP,1,BP,2200,0.0,0.565
0,64,1,260000,200,100,0.95,LR,MLP,1,BP,2400,0.0,0.815
0,64,1,260000,200,100,0.95,LR,MLP,1,BP,2600,0.0,0.98
1,64,1,260000,200,100,0.95,LR,MLP,1,BP,400,0.0,0.44
1,64,1,260000,200,100,0.95,LR,MLP,1,BP,600,0.0,0.31
1,64,1,260000,200,100,0.95,LR,MLP,1,BP,800,0.035,0.24
1,64,1,260000,200,100,0.95,LR,MLP,1,BP,1000,0.05,0.545
1,64,1,260000,200,100,0.95,LR,MLP,1,BP,1200,0.055,0.55
1,64,1,260000,200,100,0.95,LR,MLP,1,BP,1400,0.0,0.975
2,64,1,260000,200,100,0.95,LR,MLP,1,BP,400,0.0,0.41
2,64,1,260000,200,100,0.95,LR,MLP,1,BP,600,0.0,0.47
2,64,1,260000,200,100,0.95,LR,MLP,1,BP,800,0.0,0.985
3,64,1,260000,200,100,0.95,LR,MLP,1,BP,400,0.0,0.4
3,64,1,260000,200,100,0.95,LR,MLP,1,BP,600,0.0,0.95
4,64,1,260000,200,100,0.95,LR,MLP,1,BP,400,0.0,0.59
4,64,1,260000,200,100,0.95,LR,MLP,1,BP,600,0.005,0.965
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,400,0.005,0.835
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,600,0.04,0.93
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,800,0.0,0.67
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,1000,0.0,0.105
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,1200,0.005,0.11
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,1400,0.0,0.825
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,1600,0.025,0.37
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,1800,0.01,0.26
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,2000,0.0,0.775
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,2200,0.08,0.485
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,2400,0.055,0.06
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,2600,0.02,0.815
5,64,1,260000,200,100,0.95,LR,MLP,1,BP,2800,0.0,0.975
6,64,1,260000,200,100,0.95,LR,MLP,1,BP,400,0.0,0.595
6,64,1,260000,200,100,0.95,LR,MLP,1,BP,600,0.0,0.96
7,64,1,260000,200,100,0.95,LR,MLP,1,BP,400,0.0,0.69
