seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,min_auths,selective_CRPs,viable_CRPs,server_accuracy,attacker_accuracy
0,64,2,260000,200,100,0.95,LR,LR,1,BP,400,0.0,0.43
0,64,2,260000,200,100,0.95,LR,LR,1,BP,600,0.0,0.225
0,64,2,260000,200,100,0.95,LR,LR,1,BP,800,0.0,0.31
0,64,2,260000,200,100,0.95,LR,LR,1,BP,1000,0.0,0.375
0,64,2,260000,200,100,0.95,LR,LR,1,BP,1200,0.0,0.38
0,64,2,260000,200,100,0.95,LR,LR,1,BP,1400,0.0,0.33
0,64,2,260000,200,100,0.95,LR,LR,1,BP,1600,0.0,0.49
0,64,2,260000,200,100,0.95,LR,LR,1,BP,1800,0.0,0.585
0,64,2,260000,200,100,0.95,LR,LR,1,BP,2000,0.0,0.505
0,64,2,260000,200,100,0.95,LR,LR,1,BP,2200,0.0,0.605
0,64,2,260000,200,100,0.95,LR,LR,1,BP,2400,0.005,0.38
0,64,2,260000,200,100,0.95,LR,LR,1,BP,2600,0.03,0.415
0,64,2,260000,200,100,0.95,LR,LR,1,BP,2800,0.015,0.09
0,64,2,260000,200,100,0.95,LR,LR,1,BP,3000,0.0,0.075
0,64,2,260000,200,100,0.95,LR,LR,1,BP,3200,0.18,0.42
0,64,2,260000,200,100,0.95,LR,LR,1,BP,3400,0.0,0.86
0,64,2,260000,200,100,0.95,LR,LR,1,BP,3600,0.07,0.21
0,64,2,260000,200,100,0.95,LR,LR,1,BP,3800,0.025,0.505
0,64,2,260000,200,100,0.95,LR,LR,1,BP,4000,0.015,0.4
0,64,2,260000,200,100,0.95,LR,LR,1,BP,4200,0.0,0.095
0,64,2,260000,200,100,0.95,LR,LR,1,BP,4400,0.04,0.53
0,64,2,260000,200,100,0.95,LR,LR,1,BP,4600,0.035,0.12
0,64,2,260000,200,100,0.95,LR,LR,1,BP,4800,0.015,0.18
0,64,2,260000,200,100,0.95,LR,LR,1,BP,5000,0.2,0.32
0,64,2,260000,200,100,0.95,LR,LR,1,BP,5200,0.055,0.17
0,64,2,260000,200,100,0.95,LR,LR,1,BP,5400,0.065,0.21
0,64,2,260000,200,100,0.95,LR,LR,1,BP,5600,0.0,0.21
0,64,2,260000,200,100,0.95,LR,LR,1,BP,5800,0.0,0.19
0,64,2,260000,200,100,0.95,LR,LR,1,BP,6000,0.0,0.075
0,64,2,260000,200,100,0.95,LR,LR,1,BP,6200,0.0,0.16
0,64,2,260000,200,100,0.95,LR,LR,1,BP,6400,0.0,0.16
0,64,2,260000,200,100,0.95,LR,LR,1,BP,6600,0.0,0.115
0,64,2,260000,200,100,0.95,LR,LR,1,BP,6800,0.0,0.905
0,64,2,260000,200,100,0.95,LR,LR,1,BP,7000,0.0,0.575
0,64,2,260000,200,100,0.95,LR,LR,1,BP,7200,0.0,0.375
0,64,2,260000,200,100,0.95,LR,LR,1,BP,7400,0.0,0.015
0,64,2,260000,200,100,0.95,LR,LR,1,BP,7600,0.0,0.05
0,64,2,260000,200,100,0.95,LR,LR,1,BP,7800,0.0,0.04
0,64,2,260000,200,100,0.95,LR,LR,1,BP,8000,0.005,0.32
0,64,2,260000,200,100,0.95,LR,LR,1,BP,8200,0.02,0.425
0,64,2,260000,200,100,0.95,LR,LR,1,BP,8400,0.0,0.31
0,64,2,260000,200,100,0.95,LR,LR,1,BP,8600,0.025,0.17
0,64,2,260000,200,100,0.95,LR,LR,1,BP,8800,0.0,0.02
0,64,2,260000,200,100,0.95,LR,LR,1,BP,9000,0.0,0.01
0,64,2,260000,200,100,0.95,LR,LR,1,BP,9200,0.0,0.12
0,64,2,260000,200,100,0.95,LR,LR,1,BP,9400,0.0,0.09
0,64,2,260000,200,100,0.95,LR,LR,1,BP,9600,0.115,0.35
0,64,2,260000,200,100,0.95,LR,LR,1,BP,9800,0.0,0.35
