seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,viable_CRPs,server_accuracy,attacker_accuracy
0,64,5,1000000,200,100,0.95,MLP,MLP,400,0.0,0.315
0,64,5,1000000,200,100,0.95,MLP,MLP,600,0.0,0.435
0,64,5,1000000,200,100,0.95,MLP,MLP,800,0.0,0.86
0,64,5,1000000,200,100,0.95,MLP,MLP,1000,0.0,0.68
0,64,5,1000000,200,100,0.95,MLP,MLP,1200,0.0,0.645
0,64,5,1000000,200,100,0.95,MLP,MLP,1400,0.0,0.145
0,64,5,1000000,200,100,0.95,MLP,MLP,1600,0.0,0.975
1,64,5,1000000,200,100,0.95,MLP,MLP,400,0.0,0.535
1,64,5,1000000,200,100,0.95,MLP,MLP,600,0.0,0.13
1,64,5,1000000,200,100,0.95,MLP,MLP,800,0.0,0.05
1,64,5,1000000,200,100,0.95,MLP,MLP,1000,0.0,0.085
1,64,5,1000000,200,100,0.95,MLP,MLP,1200,0.0,0.28
1,64,5,1000000,200,100,0.95,MLP,MLP,1400,0.0,0.0
1,64,5,1000000,200,100,0.95,MLP,MLP,1600,0.0,0.835
1,64,5,1000000,200,100,0.95,MLP,MLP,1800,0.0,0.59
1,64,5,1000000,200,100,0.95,MLP,MLP,2000,0.0,0.355
1,64,5,1000000,200,100,0.95,MLP,MLP,2200,0.0,0.55
1,64,5,1000000,200,100,0.95,MLP,MLP,2400,0.0,0.15
1,64,5,1000000,200,100,0.95,MLP,MLP,2600,0.0,0.835
1,64,5,1000000,200,100,0.95,MLP,MLP,2800,0.0,0.535
1,64,5,1000000,200,100,0.95,MLP,MLP,3000,0.0,0.5
1,64,5,1000000,200,100,0.95,MLP,MLP,3200,0.0,0.585
1,64,5,1000000,200,100,0.95,MLP,MLP,3400,0.0,0.0
1,64,5,1000000,200,100,0.95,MLP,MLP,3600,0.0,0.07
1,64,5,1000000,200,100,0.95,MLP,MLP,3800,0.0,0.59
1,64,5,1000000,200,100,0.95,MLP,MLP,4000,0.0,0.175
1,64,5,1000000,200,100,0.95,MLP,MLP,4200,0.0,0.045
1,64,5,1000000,200,100,0.95,MLP,MLP,4400,0.0,0.68
1,64,5,1000000,200,100,0.95,MLP,MLP,4600,0.0,0.185
1,64,5,1000000,200,100,0.95,MLP,MLP,4800,0.0,0.165
1,64,5,1000000,200,100,0.95,MLP,MLP,5000,0.0,0.465
1,64,5,1000000,200,100,0.95,MLP,MLP,5200,0.0,0.05
1,64,5,1000000,200,100,0.95,MLP,MLP,5400,0.0,0.805
1,64,5,1000000,200,100,0.95,MLP,MLP,5600,0.0,0.835
1,64,5,1000000,200,100,0.95,MLP,MLP,5800,0.0,0.935
1,64,5,1000000,200,100,0.95,MLP,MLP,6000,0.0,0.165
1,64,5,1000000,200,100,0.95,MLP,MLP,6200,0.0,0.74
