seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,viable_CRPs,server_accuracy,attacker_accuracy
0,64,2,1000000,200,100,0.95,MLP,MLP,400,0.0,0.79
0,64,2,1000000,200,100,0.95,MLP,MLP,600,0.0,0.24
0,64,2,1000000,200,100,0.95,MLP,MLP,800,0.0,0.555
0,64,2,1000000,200,100,0.95,MLP,MLP,1000,0.0,0.105
0,64,2,1000000,200,100,0.95,MLP,MLP,1200,0.0,0.13
0,64,2,1000000,200,100,0.95,MLP,MLP,1400,0.0,0.455
0,64,2,1000000,200,100,0.95,MLP,MLP,1600,0.0,0.715
0,64,2,1000000,200,100,0.95,MLP,MLP,1800,0.0,0.75
0,64,2,1000000,200,100,0.95,MLP,MLP,2000,0.0,0.82
0,64,2,1000000,200,100,0.95,MLP,MLP,2200,0.0,0.42
0,64,2,1000000,200,100,0.95,MLP,MLP,2400,0.0,0.015
0,64,2,1000000,200,100,0.95,MLP,MLP,2600,0.0,0.43
0,64,2,1000000,200,100,0.95,MLP,MLP,2800,0.0,0.165
0,64,2,1000000,200,100,0.95,MLP,MLP,3000,0.0,0.585
0,64,2,1000000,200,100,0.95,MLP,MLP,3200,0.0,0.305
0,64,2,1000000,200,100,0.95,MLP,MLP,3400,0.0,0.535
0,64,2,1000000,200,100,0.95,MLP,MLP,3600,0.0,0.99
1,64,2,1000000,200,100,0.95,MLP,MLP,400,0.0,0.865
1,64,2,1000000,200,100,0.95,MLP,MLP,600,0.0,0.0
1,64,2,1000000,200,100,0.95,MLP,MLP,800,0.0,0.52
1,64,2,1000000,200,100,0.95,MLP,MLP,1000,0.0,0.3
1,64,2,1000000,200,100,0.95,MLP,MLP,1200,0.0,0.745
1,64,2,1000000,200,100,0.95,MLP,MLP,1400,0.0,0.15
1,64,2,1000000,200,100,0.95,MLP,MLP,1600,0.0,0.54
1,64,2,1000000,200,100,0.95,MLP,MLP,1800,0.0,0.785
1,64,2,1000000,200,100,0.95,MLP,MLP,2000,0.0,0.9
1,64,2,1000000,200,100,0.95,MLP,MLP,2200,0.0,0.16
1,64,2,1000000,200,100,0.95,MLP,MLP,2400,0.0,0.83
1,64,2,1000000,200,100,0.95,MLP,MLP,2600,0.0,0.15
1,64,2,1000000,200,100,0.95,MLP,MLP,2800,0.0,0.69
1,64,2,1000000,200,100,0.95,MLP,MLP,3000,0.0,0.07
1,64,2,1000000,200,100,0.95,MLP,MLP,3200,0.02,0.7
1,64,2,1000000,200,100,0.95,MLP,MLP,3400,0.0,0.12
1,64,2,1000000,200,100,0.95,MLP,MLP,3600,0.005,0.35
1,64,2,1000000,200,100,0.95,MLP,MLP,3800,0.0,0.35
1,64,2,1000000,200,100,0.95,MLP,MLP,4000,0.0,0.89
1,64,2,1000000,200,100,0.95,MLP,MLP,4200,0.0,0.98
2,64,2,1000000,200,100,0.95,MLP,MLP,400,0.0,0.68
2,64,2,1000000,200,100,0.95,MLP,MLP,600,0.0,1.0
3,64,2,1000000,200,100,0.95,MLP,MLP,400,0.02,0.02
3,64,2,1000000,200,100,0.95,MLP,MLP,600,0.0,0.63
3,64,2,1000000,200,100,0.95,MLP,MLP,800,0.0,0.0
3,64,2,1000000,200,100,0.95,MLP,MLP,1000,0.0,0.69
3,64,2,1000000,200,100,0.95,MLP,MLP,1200,0.015,0.29
3,64,2,1000000,200,100,0.95,MLP,MLP,1400,0.0,0.54
3,64,2,1000000,200,100,0.95,MLP,MLP,1600,0.0,0.0
3,64,2,1000000,200,100,0.95,MLP,MLP,1800,0.015,0.25
3,64,2,1000000,200,100,0.95,MLP,MLP,2000,0.02,0.02
3,64,2,1000000,200,100,0.95,MLP,MLP,2200,0.0,0.44
3,64,2,1000000,200,100,0.95,MLP,MLP,2400,0.0,0.595
3,64,2,1000000,200,100,0.95,MLP,MLP,2600,0.0,0.335
3,64,2,1000000,200,100,0.95,MLP,MLP,2800,0.0,0.815
3,64,2,1000000,200,100,0.95,MLP,MLP,3000,0.0,0.9
3,64,2,1000000,200,100,0.95,MLP,MLP,3200,0.0,0.14
3,64,2,1000000,200,100,0.95,MLP,MLP,3400,0.0,0.3
3,64,2,1000000,200,100,0.95,MLP,MLP,3600,0.0,0.49
3,64,2,1000000,200,100,0.95,MLP,MLP,3800,0.0,0.615
3,64,2,1000000,200,100,0.95,MLP,MLP,4000,0.0,0.665
3,64,2,1000000,200,100,0.95,MLP,MLP,4200,0.0,0.705
3,64,2,1000000,200,100,0.95,MLP,MLP,4400,0.0,0.825
3,64,2,1000000,200,100,0.95,MLP,MLP,4600,0.0,0.82
3,64,2,1000000,200,100,0.95,MLP,MLP,4800,0.0,0.445
3,64,2,1000000,200,100,0.95,MLP,MLP,5000,0.0,0.425
3,64,2,1000000,200,100,0.95,MLP,MLP,5200,0.0,0.31
3,64,2,1000000,200,100,0.95,MLP,MLP,5400,0.0,0.56
3,64,2,1000000,200,100,0.95,MLP,MLP,5600,0.0,0.885
3,64,2,1000000,200,100,0.95,MLP,MLP,5800,0.0,0.09
3,64,2,1000000,200,100,0.95,MLP,MLP,6000,0.0,0.11
3,64,2,1000000,200,100,0.95,MLP,MLP,6200,0.0,0.18
3,64,2,1000000,200,100,0.95,MLP,MLP,6400,0.0,0.74
3,64,2,1000000,200,100,0.95,MLP,MLP,6600,0.0,0.07
3,64,2,1000000,200,100,0.95,MLP,MLP,6800,0.0,0.41
3,64,2,1000000,200,100,0.95,MLP,MLP,7000,0.0,0.695
3,64,2,1000000,200,100,0.95,MLP,MLP,7200,0.0,0.77
3,64,2,1000000,200,100,0.95,MLP,MLP,7400,0.0,0.045
3,64,2,1000000,200,100,0.95,MLP,MLP,7600,0.0,0.045
3,64,2,1000000,200,100,0.95,MLP,MLP,7800,0.0,0.45
3,64,2,1000000,200,100,0.95,MLP,MLP,8000,0.0,0.415
3,64,2,1000000,200,100,0.95,MLP,MLP,8200,0.0,0.875
3,64,2,1000000,200,100,0.95,MLP,MLP,8400,0.0,0.74
3,64,2,1000000,200,100,0.95,MLP,MLP,8600,0.0,0.855
3,64,2,1000000,200,100,0.95,MLP,MLP,8800,0.0,0.5
3,64,2,1000000,200,100,0.95,MLP,MLP,9000,0.0,0.045
3,64,2,1000000,200,100,0.95,MLP,MLP,9200,0.0,0.135
3,64,2,1000000,200,100,0.95,MLP,MLP,9400,0.0,0.295
3,64,2,1000000,200,100,0.95,MLP,MLP,9600,0.0,0.79
3,64,2,1000000,200,100,0.95,MLP,MLP,9800,0.0,0.87
3,64,2,1000000,200,100,0.95,MLP,MLP,10000,0.0,0.825
3,64,2,1000000,200,100,0.95,MLP,MLP,10200,0.0,0.045
3,64,2,1000000,200,100,0.95,MLP,MLP,10400,0.0,0.245
3,64,2,1000000,200,100,0.95,MLP,MLP,10600,0.0,0.325
3,64,2,1000000,200,100,0.95,MLP,MLP,10800,0.0,0.415
3,64,2,1000000,200,100,0.95,MLP,MLP,11000,0.0,0.495
3,64,2,1000000,200,100,0.95,MLP,MLP,11200,0.0,0.915
3,64,2,1000000,200,100,0.95,MLP,MLP,11400,0.0,0.81
3,64,2,1000000,200,100,0.95,MLP,MLP,11600,0.0,0.36
3,64,2,1000000,200,100,0.95,MLP,MLP,11800,0.0,0.585
3,64,2,1000000,200,100,0.95,MLP,MLP,12000,0.0,0.985
4,64,2,1000000,200,100,0.95,MLP,MLP,400,0.0,0.69
4,64,2,1000000,200,100,0.95,MLP,MLP,600,0.0,0.165
4,64,2,1000000,200,100,0.95,MLP,MLP,800,0.0,0.72
4,64,2,1000000,200,100,0.95,MLP,MLP,1000,0.0,0.065
4,64,2,1000000,200,100,0.95,MLP,MLP,1200,0.0,0.435
4,64,2,1000000,200,100,0.95,MLP,MLP,1400,0.0,0.925
4,64,2,1000000,200,100,0.95,MLP,MLP,1600,0.0,0.575
4,64,2,1000000,200,100,0.95,MLP,MLP,1800,0.0,0.04
4,64,2,1000000,200,100,0.95,MLP,MLP,2000,0.0,0.39
4,64,2,1000000,200,100,0.95,MLP,MLP,2200,0.0,0.395
4,64,2,1000000,200,100,0.95,MLP,MLP,2400,0.0,0.235
4,64,2,1000000,200,100,0.95,MLP,MLP,2600,0.0,0.625
4,64,2,1000000,200,100,0.95,MLP,MLP,2800,0.0,0.585
4,64,2,1000000,200,100,0.95,MLP,MLP,3000,0.0,0.205
4,64,2,1000000,200,100,0.95,MLP,MLP,3200,0.0,0.325
4,64,2,1000000,200,100,0.95,MLP,MLP,3400,0.0,0.535
4,64,2,1000000,200,100,0.95,MLP,MLP,3600,0.0,0.21
4,64,2,1000000,200,100,0.95,MLP,MLP,3800,0.0,0.395
4,64,2,1000000,200,100,0.95,MLP,MLP,4000,0.0,0.54
4,64,2,1000000,200,100,0.95,MLP,MLP,4200,0.0,0.52
4,64,2,1000000,200,100,0.95,MLP,MLP,4400,0.0,0.0
4,64,2,1000000,200,100,0.95,MLP,MLP,4600,0.0,0.45
4,64,2,1000000,200,100,0.95,MLP,MLP,4800,0.0,0.075
4,64,2,1000000,200,100,0.95,MLP,MLP,5000,0.0,0.625
4,64,2,1000000,200,100,0.95,MLP,MLP,5200,0.0,0.61
4,64,2,1000000,200,100,0.95,MLP,MLP,5400,0.0,0.175
4,64,2,1000000,200,100,0.95,MLP,MLP,5600,0.0,0.055
4,64,2,1000000,200,100,0.95,MLP,MLP,5800,0.0,0.41
4,64,2,1000000,200,100,0.95,MLP,MLP,6000,0.01,0.395
4,64,2,1000000,200,100,0.95,MLP,MLP,6200,0.0,0.225
4,64,2,1000000,200,100,0.95,MLP,MLP,6400,0.0,0.23
4,64,2,1000000,200,100,0.95,MLP,MLP,6600,0.0,0.285
4,64,2,1000000,200,100,0.95,MLP,MLP,6800,0.0,0.615
4,64,2,1000000,200,100,0.95,MLP,MLP,7000,0.0,0.765
4,64,2,1000000,200,100,0.95,MLP,MLP,7200,0.0,0.355
4,64,2,1000000,200,100,0.95,MLP,MLP,7400,0.0,0.7
4,64,2,1000000,200,100,0.95,MLP,MLP,7600,0.0,0.7
4,64,2,1000000,200,100,0.95,MLP,MLP,7800,0.0,0.915
4,64,2,1000000,200,100,0.95,MLP,MLP,8000,0.0,0.25
4,64,2,1000000,200,100,0.95,MLP,MLP,8200,0.0,0.48
4,64,2,1000000,200,100,0.95,MLP,MLP,8400,0.0,0.32
4,64,2,1000000,200,100,0.95,MLP,MLP,8600,0.0,0.795
4,64,2,1000000,200,100,0.95,MLP,MLP,8800,0.0,0.32
4,64,2,1000000,200,100,0.95,MLP,MLP,9000,0.0,0.555
4,64,2,1000000,200,100,0.95,MLP,MLP,9200,0.0,0.425
4,64,2,1000000,200,100,0.95,MLP,MLP,9400,0.0,0.37
4,64,2,1000000,200,100,0.95,MLP,MLP,9600,0.0,0.52
4,64,2,1000000,200,100,0.95,MLP,MLP,9800,0.0,0.535
4,64,2,1000000,200,100,0.95,MLP,MLP,10000,0.0,0.53
4,64,2,1000000,200,100,0.95,MLP,MLP,10200,0.0,0.4
4,64,2,1000000,200,100,0.95,MLP,MLP,10400,0.0,0.25
4,64,2,1000000,200,100,0.95,MLP,MLP,10600,0.0,0.115
4,64,2,1000000,200,100,0.95,MLP,MLP,10800,0.005,0.63
4,64,2,1000000,200,100,0.95,MLP,MLP,11000,0.0,0.18
4,64,2,1000000,200,100,0.95,MLP,MLP,11200,0.0,0.725
4,64,2,1000000,200,100,0.95,MLP,MLP,11400,0.0,0.81
4,64,2,1000000,200,100,0.95,MLP,MLP,11600,0.0,0.795
4,64,2,1000000,200,100,0.95,MLP,MLP,11800,0.0,0.54
4,64,2,1000000,200,100,0.95,MLP,MLP,12000,0.0,0.69
4,64,2,1000000,200,100,0.95,MLP,MLP,12200,0.0,0.385
4,64,2,1000000,200,100,0.95,MLP,MLP,12400,0.0,0.99
5,64,2,1000000,200,100,0.95,MLP,MLP,400,0.0,1.0
6,64,2,1000000,200,100,0.95,MLP,MLP,400,0.0,0.35
6,64,2,1000000,200,100,0.95,MLP,MLP,600,0.0,0.0
6,64,2,1000000,200,100,0.95,MLP,MLP,800,0.0,0.855
6,64,2,1000000,200,100,0.95,MLP,MLP,1000,0.0,0.035
6,64,2,1000000,200,100,0.95,MLP,MLP,1200,0.0,0.575
6,64,2,1000000,200,100,0.95,MLP,MLP,1400,0.0,0.72
6,64,2,1000000,200,100,0.95,MLP,MLP,1600,0.0,0.0
6,64,2,1000000,200,100,0.95,MLP,MLP,1800,0.0,0.475
6,64,2,1000000,200,100,0.95,MLP,MLP,2000,0.0,0.34
6,64,2,1000000,200,100,0.95,MLP,MLP,2200,0.0,0.345
6,64,2,1000000,200,100,0.95,MLP,MLP,2400,0.0,0.675
