seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,viable_CRPs,server_accuracy,attacker_accuracy
0,64,3,1000000,200,100,0.95,MLP,LR,400,0.0,0.43
0,64,3,1000000,200,100,0.95,MLP,LR,600,0.0,0.39
0,64,3,1000000,200,100,0.95,MLP,LR,800,0.0,0.145
0,64,3,1000000,200,100,0.95,MLP,LR,1000,0.0,0.42
0,64,3,1000000,200,100,0.95,MLP,LR,1200,0.0,0.87
0,64,3,1000000,200,100,0.95,MLP,LR,1400,0.0,0.32
0,64,3,1000000,200,100,0.95,MLP,LR,1600,0.0,0.25
0,64,3,1000000,200,100,0.95,MLP,LR,1800,0.0,0.58
0,64,3,1000000,200,100,0.95,MLP,LR,2000,0.0,0.15
0,64,3,1000000,200,100,0.95,MLP,LR,2200,0.0,0.39
0,64,3,1000000,200,100,0.95,MLP,LR,2400,0.0,0.155
0,64,3,1000000,200,100,0.95,MLP,LR,2600,0.0,0.54
0,64,3,1000000,200,100,0.95,MLP,LR,2800,0.0,0.025
0,64,3,1000000,200,100,0.95,MLP,LR,3000,0.0,0.445
0,64,3,1000000,200,100,0.95,MLP,LR,3200,0.0,0.92
0,64,3,1000000,200,100,0.95,MLP,LR,3400,0.0,0.8
0,64,3,1000000,200,100,0.95,MLP,LR,3600,0.0,0.715
0,64,3,1000000,200,100,0.95,MLP,LR,3800,0.0,0.525
0,64,3,1000000,200,100,0.95,MLP,LR,4000,0.0,0.31
0,64,3,1000000,200,100,0.95,MLP,LR,4200,0.0,0.88
0,64,3,1000000,200,100,0.95,MLP,LR,4400,0.0,0.975
1,64,3,1000000,200,100,0.95,MLP,LR,400,0.0,0.425
1,64,3,1000000,200,100,0.95,MLP,LR,600,0.0,0.505
1,64,3,1000000,200,100,0.95,MLP,LR,800,0.0,0.565
1,64,3,1000000,200,100,0.95,MLP,LR,1000,0.0,0.485
1,64,3,1000000,200,100,0.95,MLP,LR,1200,0.0,0.785
1,64,3,1000000,200,100,0.95,MLP,LR,1400,0.0,0.585
1,64,3,1000000,200,100,0.95,MLP,LR,1600,0.0,0.39
1,64,3,1000000,200,100,0.95,MLP,LR,1800,0.0,0.48
1,64,3,1000000,200,100,0.95,MLP,LR,2000,0.0,0.585
1,64,3,1000000,200,100,0.95,MLP,LR,2200,0.0,0.61
1,64,3,1000000,200,100,0.95,MLP,LR,2400,0.0,0.47
1,64,3,1000000,200,100,0.95,MLP,LR,2600,0.0,0.58
1,64,3,1000000,200,100,0.95,MLP,LR,2800,0.0,0.475
1,64,3,1000000,200,100,0.95,MLP,LR,3000,0.0,0.77
1,64,3,1000000,200,100,0.95,MLP,LR,3200,0.0,0.765
1,64,3,1000000,200,100,0.95,MLP,LR,3400,0.0,0.465
1,64,3,1000000,200,100,0.95,MLP,LR,3600,0.0,0.445
1,64,3,1000000,200,100,0.95,MLP,LR,3800,0.0,0.96
2,64,3,1000000,200,100,0.95,MLP,LR,400,0.0,0.745
2,64,3,1000000,200,100,0.95,MLP,LR,600,0.005,0.905
2,64,3,1000000,200,100,0.95,MLP,LR,800,0.005,0.835
2,64,3,1000000,200,100,0.95,MLP,LR,1000,0.0,1.0
3,64,3,1000000,200,100,0.95,MLP,LR,400,0.145,0.145
3,64,3,1000000,200,100,0.95,MLP,LR,600,0.04,0.675
3,64,3,1000000,200,100,0.95,MLP,LR,800,0.015,0.81
3,64,3,1000000,200,100,0.95,MLP,LR,1000,0.115,0.885
3,64,3,1000000,200,100,0.95,MLP,LR,1200,0.01,0.385
3,64,3,1000000,200,100,0.95,MLP,LR,1400,0.07,0.83
3,64,3,1000000,200,100,0.95,MLP,LR,1600,0.025,0.105
3,64,3,1000000,200,100,0.95,MLP,LR,1800,0.03,0.745
3,64,3,1000000,200,100,0.95,MLP,LR,2000,0.085,0.795
3,64,3,1000000,200,100,0.95,MLP,LR,2200,0.015,0.55
3,64,3,1000000,200,100,0.95,MLP,LR,2400,0.0,0.855
3,64,3,1000000,200,100,0.95,MLP,LR,2600,0.0,0.89
3,64,3,1000000,200,100,0.95,MLP,LR,2800,0.0,0.8
3,64,3,1000000,200,100,0.95,MLP,LR,3000,0.0,0.475
3,64,3,1000000,200,100,0.95,MLP,LR,3200,0.01,0.835
3,64,3,1000000,200,100,0.95,MLP,LR,3400,0.01,0.76
3,64,3,1000000,200,100,0.95,MLP,LR,3600,0.005,0.73
3,64,3,1000000,200,100,0.95,MLP,LR,3800,0.0,0.545
3,64,3,1000000,200,100,0.95,MLP,LR,4000,0.0,0.8
3,64,3,1000000,200,100,0.95,MLP,LR,4200,0.0,0.53
3,64,3,1000000,200,100,0.95,MLP,LR,4400,0.0,0.435
3,64,3,1000000,200,100,0.95,MLP,LR,4600,0.0,0.71
3,64,3,1000000,200,100,0.95,MLP,LR,4800,0.0,0.665
3,64,3,1000000,200,100,0.95,MLP,LR,5000,0.0,0.425
3,64,3,1000000,200,100,0.95,MLP,LR,5200,0.0,0.645
3,64,3,1000000,200,100,0.95,MLP,LR,5400,0.01,0.05
3,64,3,1000000,200,100,0.95,MLP,LR,5600,0.0,0.35
3,64,3,1000000,200,100,0.95,MLP,LR,5800,0.0,0.485
3,64,3,1000000,200,100,0.95,MLP,LR,6000,0.0,0.32
3,64,3,1000000,200,100,0.95,MLP,LR,6200,0.0,0.735
3,64,3,1000000,200,100,0.95,MLP,LR,6400,0.0,0.44
3,64,3,1000000,200,100,0.95,MLP,LR,6600,0.0,0.705
3,64,3,1000000,200,100,0.95,MLP,LR,6800,0.0,0.675
3,64,3,1000000,200,100,0.95,MLP,LR,7000,0.0,0.93
3,64,3,1000000,200,100,0.95,MLP,LR,7200,0.0,0.12
3,64,3,1000000,200,100,0.95,MLP,LR,7400,0.0,0.335
3,64,3,1000000,200,100,0.95,MLP,LR,7600,0.0,0.66
3,64,3,1000000,200,100,0.95,MLP,LR,7800,0.0,0.855
3,64,3,1000000,200,100,0.95,MLP,LR,8000,0.0,0.79
3,64,3,1000000,200,100,0.95,MLP,LR,8200,0.0,0.925
3,64,3,1000000,200,100,0.95,MLP,LR,8400,0.0,0.945
3,64,3,1000000,200,100,0.95,MLP,LR,8600,0.0,0.97
4,64,3,1000000,200,100,0.95,MLP,LR,400,0.0,0.34
4,64,3,1000000,200,100,0.95,MLP,LR,600,0.0,0.485
4,64,3,1000000,200,100,0.95,MLP,LR,800,0.01,0.205
4,64,3,1000000,200,100,0.95,MLP,LR,1000,0.0,0.8
4,64,3,1000000,200,100,0.95,MLP,LR,1200,0.005,0.305
4,64,3,1000000,200,100,0.95,MLP,LR,1400,0.0,0.985
5,64,3,1000000,200,100,0.95,MLP,LR,400,0.095,0.66
5,64,3,1000000,200,100,0.95,MLP,LR,600,0.0,0.735
5,64,3,1000000,200,100,0.95,MLP,LR,800,0.035,0.665
5,64,3,1000000,200,100,0.95,MLP,LR,1000,0.2,0.375
5,64,3,1000000,200,100,0.95,MLP,LR,1200,0.015,0.92
5,64,3,1000000,200,100,0.95,MLP,LR,1400,0.01,0.665
5,64,3,1000000,200,100,0.95,MLP,LR,1600,0.46,0.675
5,64,3,1000000,200,100,0.95,MLP,LR,1800,0.515,0.62
5,64,3,1000000,200,100,0.95,MLP,LR,2000,0.21,0.99
6,64,3,1000000,200,100,0.95,MLP,LR,400,0.0,0.665
6,64,3,1000000,200,100,0.95,MLP,LR,600,0.0,0.61
6,64,3,1000000,200,100,0.95,MLP,LR,800,0.0,0.425
6,64,3,1000000,200,100,0.95,MLP,LR,1000,0.0,0.285
6,64,3,1000000,200,100,0.95,MLP,LR,1200,0.0,0.45
6,64,3,1000000,200,100,0.95,MLP,LR,1400,0.0,0.445
6,64,3,1000000,200,100,0.95,MLP,LR,1600,0.0,0.255
6,64,3,1000000,200,100,0.95,MLP,LR,1800,0.0,0.6
6,64,3,1000000,200,100,0.95,MLP,LR,2000,0.0,0.565
6,64,3,1000000,200,100,0.95,MLP,LR,2200,0.0,0.035
6,64,3,1000000,200,100,0.95,MLP,LR,2400,0.0,0.325
6,64,3,1000000,200,100,0.95,MLP,LR,2600,0.0,0.96
7,64,3,1000000,200,100,0.95,MLP,LR,400,0.005,0.755
7,64,3,1000000,200,100,0.95,MLP,LR,600,0.0,0.46
7,64,3,1000000,200,100,0.95,MLP,LR,800,0.0,0.435
