seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,viable_CRPs,server_accuracy,attacker_accuracy
0,64,5,1000000,200,100,0.95,MLP,LR,400,0.0,0.525
0,64,5,1000000,200,100,0.95,MLP,LR,600,0.0,0.5
14,64,5,1000000,200,100,0.95,MLP,LR,400,0.0,0.385
10,64,5,1000000,200,100,0.95,MLP,LR,400,0.005,0.12
14,64,5,1000000,200,100,0.95,MLP,LR,600,0.0,0.0
10,64,5,1000000,200,100,0.95,MLP,LR,600,0.0,0.385
0,64,5,1000000,200,100,0.95,MLP,LR,800,0.0,0.78
0,64,5,1000000,200,100,0.95,MLP,LR,1000,0.0,0.7
14,64,5,1000000,200,100,0.95,MLP,LR,800,0.0,0.05
10,64,5,1000000,200,100,0.95,MLP,LR,800,0.0,0.51
0,64,5,1000000,200,100,0.95,MLP,LR,1200,0.0,0.725
14,64,5,1000000,200,100,0.95,MLP,LR,1000,0.0,0.125
0,64,5,1000000,200,100,0.95,MLP,LR,1400,0.0,0.69
10,64,5,1000000,200,100,0.95,MLP,LR,1000,0.0,0.87
14,64,5,1000000,200,100,0.95,MLP,LR,1200,0.0,0.83
5,64,5,1000000,200,100,0.95,MLP,LR,400,0.09,0.24
10,64,5,1000000,200,100,0.95,MLP,LR,1200,0.0,0.11
0,64,5,1000000,200,100,0.95,MLP,LR,1600,0.0,0.97
10,64,5,1000000,200,100,0.95,MLP,LR,1400,0.0,0.535
14,64,5,1000000,200,100,0.95,MLP,LR,1400,0.0,0.53
5,64,5,1000000,200,100,0.95,MLP,LR,600,0.0,0.885
1,64,5,1000000,200,100,0.95,MLP,LR,400,0.0,0.78
10,64,5,1000000,200,100,0.95,MLP,LR,1600,0.0,0.32
14,64,5,1000000,200,100,0.95,MLP,LR,1600,0.0,0.62
1,64,5,1000000,200,100,0.95,MLP,LR,600,0.0,0.32
10,64,5,1000000,200,100,0.95,MLP,LR,1800,0.0,0.515
14,64,5,1000000,200,100,0.95,MLP,LR,1800,0.0,0.655
1,64,5,1000000,200,100,0.95,MLP,LR,800,0.0,0.075
14,64,5,1000000,200,100,0.95,MLP,LR,2000,0.0,0.585
1,64,5,1000000,200,100,0.95,MLP,LR,1000,0.0,0.14
10,64,5,1000000,200,100,0.95,MLP,LR,2000,0.0,0.01
14,64,5,1000000,200,100,0.95,MLP,LR,2200,0.0,0.875
1,64,5,1000000,200,100,0.95,MLP,LR,1200,0.0,0.745
10,64,5,1000000,200,100,0.95,MLP,LR,2200,0.0,0.51
14,64,5,1000000,200,100,0.95,MLP,LR,2400,0.0,0.54
1,64,5,1000000,200,100,0.95,MLP,LR,1400,0.0,0.125
10,64,5,1000000,200,100,0.95,MLP,LR,2400,0.0,0.33
14,64,5,1000000,200,100,0.95,MLP,LR,2600,0.0,0.36
1,64,5,1000000,200,100,0.95,MLP,LR,1600,0.0,0.785
5,64,5,1000000,200,100,0.95,MLP,LR,800,0.065,0.78
10,64,5,1000000,200,100,0.95,MLP,LR,2600,0.0,0.94
14,64,5,1000000,200,100,0.95,MLP,LR,2800,0.0,0.99
1,64,5,1000000,200,100,0.95,MLP,LR,1800,0.0,0.47
15,64,5,1000000,200,100,0.95,MLP,LR,400,0.0,0.31
1,64,5,1000000,200,100,0.95,MLP,LR,2000,0.0,0.965
15,64,5,1000000,200,100,0.95,MLP,LR,600,0.0,0.59
5,64,5,1000000,200,100,0.95,MLP,LR,1000,0.01,0.38
15,64,5,1000000,200,100,0.95,MLP,LR,800,0.0,0.49
2,64,5,1000000,200,100,0.95,MLP,LR,400,0.0,0.505
10,64,5,1000000,200,100,0.95,MLP,LR,2800,0.025,0.82
15,64,5,1000000,200,100,0.95,MLP,LR,1000,0.0,0.335
2,64,5,1000000,200,100,0.95,MLP,LR,600,0.0,0.89
15,64,5,1000000,200,100,0.95,MLP,LR,1200,0.0,0.525
5,64,5,1000000,200,100,0.95,MLP,LR,1200,0.0,0.755
2,64,5,1000000,200,100,0.95,MLP,LR,800,0.0,0.93
10,64,5,1000000,200,100,0.95,MLP,LR,3000,0.01,0.87
15,64,5,1000000,200,100,0.95,MLP,LR,1400,0.0,0.69
2,64,5,1000000,200,100,0.95,MLP,LR,1000,0.0,0.845
15,64,5,1000000,200,100,0.95,MLP,LR,1600,0.0,0.76
2,64,5,1000000,200,100,0.95,MLP,LR,1200,0.0,0.845
10,64,5,1000000,200,100,0.95,MLP,LR,3200,0.0,0.005
5,64,5,1000000,200,100,0.95,MLP,LR,1400,0.01,0.535
15,64,5,1000000,200,100,0.95,MLP,LR,1800,0.0,0.135
2,64,5,1000000,200,100,0.95,MLP,LR,1400,0.0,0.02
15,64,5,1000000,200,100,0.95,MLP,LR,2000,0.0,0.76
5,64,5,1000000,200,100,0.95,MLP,LR,1600,0.0,0.71
15,64,5,1000000,200,100,0.95,MLP,LR,2200,0.0,0.475
10,64,5,1000000,200,100,0.95,MLP,LR,3400,0.0,0.735
2,64,5,1000000,200,100,0.95,MLP,LR,1600,0.0,0.2
5,64,5,1000000,200,100,0.95,MLP,LR,1800,0.0,0.325
2,64,5,1000000,200,100,0.95,MLP,LR,1800,0.0,0.545
15,64,5,1000000,200,100,0.95,MLP,LR,2400,0.0,0.65
15,64,5,1000000,200,100,0.95,MLP,LR,2600,0.0,1.0
10,64,5,1000000,200,100,0.95,MLP,LR,3600,0.0,0.96
2,64,5,1000000,200,100,0.95,MLP,LR,2000,0.0,0.8
5,64,5,1000000,200,100,0.95,MLP,LR,2000,0.0,0.795
16,64,5,1000000,200,100,0.95,MLP,LR,400,0.0,0.585
11,64,5,1000000,200,100,0.95,MLP,LR,400,0.0,0.465
2,64,5,1000000,200,100,0.95,MLP,LR,2200,0.0,0.485
16,64,5,1000000,200,100,0.95,MLP,LR,600,0.0,0.735
11,64,5,1000000,200,100,0.95,MLP,LR,600,0.0,0.765
2,64,5,1000000,200,100,0.95,MLP,LR,2400,0.0,0.52
